JX311792	NC;NC_OTU1;
JF924217	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537523	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924219	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924194	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924168	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924035	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537717	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924179	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537742	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537497	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924060	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537739	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537729	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924227	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JX537713	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
JF924069	NP;NP-Theta;NP-Theta-2;NP-Theta-2.3;NP-Theta-2.3_OTU9;
GU811293	NP;NP-Theta;NP-Theta-2;NP-Theta-2.Incertae_sedis;NP-Theta-2.Incertae_sedis_OTU1;
GU811301	NP;NP-Theta;NP-Theta-2;NP-Theta-2.Incertae_sedis;NP-Theta-2.Incertae_sedis_OTU1;
JF430521	NP;NP-Theta;NP-Theta-2;NP-Theta-2.Incertae_sedis;NP-Theta-2.Incertae_sedis_OTU1;
GU811520	NP;NP-Theta;NP-Theta-2;NP-Theta-2.Incertae_sedis;NP-Theta-2.Incertae_sedis_OTU1;
KF803133	NP;NP-Theta;NP-Theta-2;NP-Theta-2.Incertae_sedis;NP-Theta-2.Incertae_sedis_OTU2;
GQ485735	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485739	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485759	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485756	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485755	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485765	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485751	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485753	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485750	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485758	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485763	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485762	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
GQ485760	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU1;
KF438327	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
GU811441	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
KF438374	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
JF715770	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
GU811462	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
EU025171	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
GU811259	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU2;
JN183476	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183724	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183637	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183464	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
KC758377	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183513	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183744	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183475	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183759	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183510	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183490	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183679	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183593	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
KC758382	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183765	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
EU049827	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183702	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183772	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183752	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183473	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183607	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183511	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
GQ485757	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
KC758390	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183504	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183725	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183569	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183695	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183760	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183678	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183778	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183609	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183769	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183777	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183467	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183555	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183577	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183729	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183692	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183720	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183742	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183560	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183718	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
KC758380	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183688	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183501	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183580	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183517	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183775	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183750	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183548	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183561	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183494	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183499	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183552	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183786	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
KC758387	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183564	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183779	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183764	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183505	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183749	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183736	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183728	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183665	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183782	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183731	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JN183781	NP;NP-Theta;NP-Theta-3;NP-Theta-3_OTU3;
JF715657	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715674	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715662	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715672	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715679	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715669	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715667	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715671	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715670	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715677	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715678	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715654	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715653	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715664	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715666	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715652	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715655	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715665	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715656	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
JF715668	NP;NP-Theta;NP-Theta-4;NP-Theta-4_OTU1;
GQ485788	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU1;
FJ230207	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230217	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230233	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230232	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230215	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230241	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230226	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230236	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230210	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230220	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
FJ230227	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1_OTU2;
KF954322	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954320	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954329	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954366	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954365	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954357	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954351	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954330	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954386	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954332	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954374	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954354	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954362	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954352	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954376	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954347	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954345	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954381	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954339	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954384	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954358	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954321	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954364	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954377	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954348	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954367	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954378	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954346	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU1;
KF954388	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954404	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954403	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954407	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954409	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954402	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954394	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954400	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954408	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU2;
KF954318	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954327	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954379	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954316	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954359	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954319	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954326	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954341	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954317	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
KF954325	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.1;NP-Theta-4.1.1_OTU3;
JF715901	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU1;
JF715904	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU1;
JF715900	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU1;
JF715903	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU1;
HQ877762	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU2;
HQ877763	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU2;
HQ877764	NP;NP-Theta;NP-Theta-4;NP-Theta-4.1;NP-Theta-4.1.Incertae_sedis;NP-Theta-4.1.Incertae_sedis_OTU2;
GU216237	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU1;
EU049832	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU1;
KC148567	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU1;
EU049833	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU2;
GU216236	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU3;
KC148568	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU3;
GU216241	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU3;
GQ485687	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485710	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
JQ912199	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485726	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485745	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485733	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485731	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
JQ912164	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485724	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485729	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485748	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485771	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485766	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485777	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485783	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485776	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485785	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485778	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485792	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485784	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485795	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485790	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485793	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485779	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485780	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485789	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485773	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
JQ912177	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485786	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485782	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485770	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485768	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485781	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485787	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GQ485769	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU4;
GU216239	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
GU216235	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
KC148571	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
EU049834	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
EU049831	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
KC148566	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU5;
EU049828	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU6;
EU049839	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU6;
GU216243	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU7;
EU049838	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU7;
GQ485791	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU8;
EU197139	NP;NP-Theta;NP-Theta-4;NP-Theta-4.2;NP-Theta-4.2_OTU9;
FJ601568	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU1;
EU651236	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU1;
GU988814	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU1;
JX305915	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU1;
HM345609	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU1;
JQ864809	NP;NP-Theta;NP-Theta-Incertae_sedis;NP-Theta-Incertae_sedis_OTU2;
JX537498	NP;NP-Zeta;NP-Zeta_OTU1;
EU885620	NP;NP-Zeta;NP-Zeta_OTU2;
LK056081	NP;NP-Zeta;NP-Zeta_OTU2;
AB827253	NP;NP-Zeta;NP-Zeta_OTU2;
DQ148702	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
DQ148739	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
GU811574	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
EF414273	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
GU811572	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
GU811587	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
GU811569	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
EF414269	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
DQ148893	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
DQ148685	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
EF414238	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU1;
JF924773	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JN662448	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JX537657	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JF924601	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JN934417	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JX537757	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
LK056074	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU2;
JF924616	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU3;
JN934422	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU4;
JF924612	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU5;
JF924804	NP;NP-Zeta;NP-Zeta-1;NP-Zeta-1_OTU5;
